experiment,label,classLabel
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which countries in the European Union adopted the Euro?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which country was Bill Gates born in?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Give me all movies with Tom Cruise.,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which instruments does Cat Stevens play?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which languages are spoken in Estonia?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Give me all B-sides of the Ramones.,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Where did Abraham Lincoln die?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which countries have places with more than two caves?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which poet wrote the most books?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Give me all writers that won the Nobel Prize in literature.,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Butch Otter is the governor of which U.S. state?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which American presidents were in office during the Vietnam War?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which artists were born on the same date as Rachel Stevens?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,What were the names of the three ships by Columbus?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Who killed Caesar?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,What is the time zone of Salt Lake City?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,What is the highest mountain in Germany?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Show me hiking trails in the Grand Canyon where theres no danger of flash floods.,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,What is the area code of Berlin?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Give me all Dutch parties.,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which professional surfers were born in Australia?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which U.S. state has the highest population density?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,In which city was the president of Montenegro born?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,What is the longest river in China?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which bridges are of the same type as the Manhattan Bridge?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Sean Parnell was the governor of which U.S. state?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Give me all animals that are extinct.,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Give me the capitals of all countries in Africa.,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,What is Elon Musk famous for?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,What is Batmans real name?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Who is the author of WikiLeaks?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which classes does the Millepede belong to?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,What is the highest place of Karakoram?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which actors play in Big Bang Theory?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which book has the most pages?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Who is the husband of Amanda Palmer?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Give me the homepage of Forbes.,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Who painted The Storm on the Sea of Galilee?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Give me English actors starring in Lovesick.,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Who wrote Harry Potter?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,What is the nick name of Baghdad?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How did Michael Jackson die?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which U.S. state has been admitted latest?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,Which computer scientist won an oscar?,RES
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,When was the De Beers company founded?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,When did princess Diana die?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many rivers and lakes are in South Carolina?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many companies were founded by the founder of Facebook?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many years was the Ford Model T manufactured?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,When was Carlo Giuliani shot?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many moons does Mars have?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many students does the Free University of Amsterdam have?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,What is the revenue of IBM?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many awards has Bertrand Russell?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many seats does the home stadium of FC Porto have?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many grand-children did Jacques Cousteau have?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many gold medals did Michael Phelps win at the 2008 Olympics?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many scientists graduated from an Ivy League university?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,When did Finland join the EU?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,When was Jack Wolfskin founded?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,When did the Boston Tea Party take place?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,When did Paraguay proclaim its independence?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,When did Muhammad die?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many calories does a baguette have?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How big is the earths diameter?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,When did Michael Jackson die?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,When did Draculas creator die?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many James Bond movies do exist?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,How many emperors did China have?,NUM
urn:experiment:7f8f2252e9bb41c79e70b86acc0e1b18,When is the movie Worst Case Scenario going to be in cinemas in the Netherlands?,NUM
