experiment,label,classLabel
urn:experiment:da218335843d49009ddb09e1032b9bcc,Show me hiking trails in the Grand Canyon where theres no danger of flash floods.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which bridges are of the same type as the Manhattan Bridge?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which animals are critically endangered?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,In which city is the headquarter of Air China?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which U.S. state has the abbreviation MN?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which politicians were married to a German?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What are the names of the Teenage Mutant Ninja Turtles?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which daughters of British earls died at the same place they were born at?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What is the name of the university where Obamas wife studied?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Where does Piccadilly start?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Give me the official websites of actors of the television show Charmed.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What was the name of the famous battle in 1836 in San Antonio?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Give me all Frisian islands that belong to the Netherlands.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Give me all libraries established before 1400.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Who is the governor of Texas?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What is the atmosphere of the Moon composed of?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which movies did Kurosawa direct?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which monarchs of the United Kingdom were married to a German?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Give me all professional skateboarders from Sweden.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Give me all B-sides of the Ramones.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Give me all Argentine films.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which country was Bill Gates born in?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which software has been published by Mean Hamster Software?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which languages are spoken in Estonia?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Who is the husband of Amanda Palmer?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Give me the homepage of Forbes.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What is the highest place of Karakoram?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Who painted The Storm on the Sea of Galilee?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which U.S. state has been admitted latest?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,How did Michael Jackson die?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which classes does the Millepede belong to?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What is the profession of Frank Herbert?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which artists were born on the same date as Rachel Stevens?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which frequent flyer program has the most airlines?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Who killed Caesar?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Butch Otter is the governor of which U.S. state?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which American presidents were in office during the Vietnam War?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What is the highest mountain in Germany?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What is Angela Merkel’s birth name?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What are the nicknames of San Francisco?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which countries in the European Union adopted the Euro?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Who is the mayor of Berlin?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which European countries have a constitutional monarchy?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What is the time zone of Salt Lake City?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,"Which airports are located in California, USA?",RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Who is the author of WikiLeaks?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What is Elon Musk famous for?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which poet wrote the most books?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Sean Parnell was the governor of which U.S. state?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which instruments does Cat Stevens play?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Where did Abraham Lincoln die?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What is Batmans real name?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which German cities have more than 250000 inhabitants?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which space probes were sent into orbit around the sun?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Who is the daughter of Robert Kennedy married to?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Who was the wife of President Lincoln?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Give me all animals that are extinct.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Give me all writers that won the Nobel Prize in literature.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What is the nick name of Baghdad?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Give me English actors starring in Lovesick.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which U.S. state has the highest population density?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,In which city was the president of Montenegro born?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which computer scientist won an oscar?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which actors play in Big Bang Theory?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Who wrote Harry Potter?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which professional surfers were born in Australia?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Which countries have places with more than two caves?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Give me all Dutch parties.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What is the area code of Berlin?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,What is the longest river in China?,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,Give me all movies with Tom Cruise.,RES
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many companies were founded by the founder of Facebook?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many rivers and lakes are in South Carolina?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many moons does Mars have?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many years was the Ford Model T manufactured?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many scientists graduated from an Ivy League university?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How deep is Lake Chiemsee?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many students does the Free University of Amsterdam have?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many James Bond movies do exist?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many awards has Bertrand Russell?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many seats does the home stadium of FC Porto have?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many calories does a baguette have?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many gold medals did Michael Phelps win at the 2008 Olympics?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many grand-children did Jacques Cousteau have?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How many emperors did China have?,NUM
urn:experiment:da218335843d49009ddb09e1032b9bcc,How big is the earths diameter?,NUM
