experiment,label,classLabel
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Horses sired by Karinga Bay have participated in which races?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the alma mater of the scientists  known for  String theory?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the largest city of Pulau Ubin ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the origin of the musical artist of A Todo Romantic Style ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Where do beauty queens with brown hair reside?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List the television shows one of whose distributors divisions is Warner Bros. Animation.,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is a common nickname given to both Lyons Township high school and the wheaton college in massachusetts?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"In which region is the rival school of Somerset, Massachusetts located?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which key person of Clinton Foundation is also the president of Jim Sasser ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are some dishes from the family of dishes which primarily use flour?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Which religion do the people follow, whose constituency is Jadavpur?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name a person who works in Open Society Foundation and has wife named Susan Weber Soros ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which fictional character sculpted by Josh Friedmann was portrayed in Terminator 3 ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Where did the athlete start his career, who did his highschool in Red Lion Area School District?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Raymond Johansen is the mayor of what city?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"What region was Gloria Schaffer born in, which also contains Newington?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the television shows whose starting music is composed by Ron Grainer?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who influenced the author of The Shooting of Dan McGrew ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which rivers start from the Provinces of Zambia?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who are the scientists known for the Manhattan Project?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"List some teams for which someone who has played as a defender, now plays?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is the fictional character whose family member is Padme Amidala?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What company is the one which wrote the google web toolkit and PlayN?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the commander of Battle of Brownstown ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is Jon Speelman famous for?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List some pupils of National Science Medal winning scientists?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Relatives of Moses used to follow which religions?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which are the  automobile platform whose one of the automobile platform is Dodge ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is the founder of the trade union which affiliates Amalgamated Association of Iron and Steel Workers?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which leader of United States House of Representatives was the appinter of ohn Drayton ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which team won the American Football League?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which currency can I use both in Kerguelen islands and French southern and antarctic lands?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which president of United States had vice president as John Adams?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Where was James H. Fields buried ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which researchers received fellowship from Royal Society?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the launch site of Aquarius (rocket) ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the players whose former teams are Carolina Panthers and Indianapolis Colts?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Which military unit garrison is Arlington County, Virginia and The Pentagon?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name all the products produced by the producer of United States dollar ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Where did the office holder  who is predecessor to Marco Aurelio Robles died ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is associated  with the musical artists from Africa 70 (band) and Tony Allen ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is the music composer of Kenny Dies ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are some apes?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is buried at the place governed by National Park Service?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is considered to be the deciding person when it comes to crustaceans from the Balanidae family?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What have some US citizens died of?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which past members of the The Conglomerate (American group) also sang Take Me There (Blackstreet & Ma song)?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List all the notable works of  Russell T Davies?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the municipality of Roberto Clemente Bridge ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is the performer of the album whose subsequent work is Willie Nelson and Family ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the birthplace of Ludovic Boi which is also the residence of Fernando Augustin?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"What is the university to which Erica Frank went, and where Ivan Toplak was a club manager?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which borough is common for Duddeston and Bordesley railway station ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Which parties have their members live in the PM House, Colombo?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which awards have been given to scientists that graduated from NKU athens?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Who is the producer of album, which has the song Eclipse ?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,list the founders of Bream Bay ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the people whose academic advisor has also mentored the thesis of Alexius Meinong?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the programme format of WWTR ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which serving railway line of the Daund Junction railway station is the home port of INS Viraat ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Which river flows through Hudson Highlands State park and also through Troy, New york ?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Where is Denver Broncos located ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"List the people with final resting place as Plymouth, Vermont and has Samuel W. McCall as predecessor?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What disease led to the demise of Letitia MacTavish Hargrave and Martino Martini ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who all have been presenters on shows by the NBC?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Give me the list of cars which are the predecessor of Full Sized Cars?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"List all the movies whose directors were born in Kenosha, Wisconsin?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What stadiums operator is Stan Kroenke,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are some software which are written in languages that are run on Unix like OS?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Name a show hosted by Brian Dunkleman and judged by Harry Connick, Jr.?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,To which educational institute does Cornell University Press belong to?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,In which fields have people born in Lausanne worked?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which Texas based company  was founded by Jim Harris ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List the softwares which runs on Microsoft Windows and has license as Software as a service?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which ppolitical party of Yashpal Kapur is also the owner of National Herald ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"In which countrys cuisine, ham is an important part?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which state does Jerome B. Chaffee belong ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"In which of the parties that have governed over Rishikesh, does Govinda belong too?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the fictional character whose relative are Duck family and Clan McDuck?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which university with athletics department in NCAA Division I Football Bowl Subdivision has nickname Tulane Green Wave ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name  the Pole driver of 1994 Spanish Grand Prix ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Where did Georges Wolinski and Judson Huss die/,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What awards are won by the screenwriter of Lucky You?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is manufactured by a company headed by Kazuo Hirai?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Under which presidents have politicians from the Continental army served?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Whose commanders are John Mc Ewen and Park Chunghee?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who gave guest appearances on the show which is the next episode after the Bombshell one?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the binomial authority of Menetriess warbler?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the movie which has music composed by Elliot Goldenthal and screenplay by Akiva Goldsman ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Philadelphia City Council is the governing body of which city?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What kind of games are made by Interplay Entertainment?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which producer of Purvis Eureka engine is also the owner of Ford Theatre ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,In which places do companies founded in Newcastle operate?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which senator served in military units VMF-155 and VMF-218?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Which music band made Take Me There, and to which Tedd Riley was associated?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,In which time zone is Pong Pha?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What developed EMMS?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the office holder with successor as Adrian A Basora and child as Lori Black ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is the owner of the South end ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is the maker of the engine of Ford F-Series first generation ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the religious affiliation of Neungin High School?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the state of origin of the president whose alma mater is Hellenic Naval Academy ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the common ethnicity of the Maike Evers and Francisco Lachowski ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the colour of Xocolatlite ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,In which city wasThe Triple Door (The Courage album)  performed live?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which nearest city of Jurgens Site is the death plce of Jimmie Heuga ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which area operataed by the South Side Elevated Railroad is also the palce of death of the Sakari Suzuki ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the television show whose related with  Doctor Who Confidential?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Name the local authority of Trinity School, Brentwood ?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the president of Wyche Fowler ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List the battles fought by  Ali Habib Mahmud ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the baseball team whose club manager is Chip Hale?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which bacterias taxonomic class is Bacilli?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which political party of Chandra Shekhar is also the political party of Datl Satyanarayana Raju ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who owns the airport in Paphos?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are some products of the the company whose subsidiary is Sony Corp shareholders and subsidies?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who built the stadiums where 2014 FIFA under 17 womans world cup took place?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What honours did Reigh Count receive?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What band made The trial and One of these days song?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the club of Julie Hastings ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,For which teams did Ryan Powell play for?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the awards won by the person who wrote the screen play for Lost in Rio ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Name the university located in Indiana and has affiliations with Kaplan, Inc.?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List the newspapers whose offices are situated in 1211 Avenue of the Americas?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,From where does the river Upper Neretva start flowing?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who edited Easy street ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who were involved in the wars where Jonathan Haskell battled?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the office holder whose final resting place is North Bend and was part of Siege of fort recovery conflict ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What type of engines are utilised by Purvis Eureka?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the reason served by Toll Global Express which is also the country of LPGA ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List the territory of Tonkin Campaign ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,In which city was the film star of Singhasan Battisi born ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which broadcast area of CFRX is also the palce of birth of Anthony Raymond ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List all the awards won by the artist who has won SIGGRAPH ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,In which states does the river flow whose left tributary is Toms Creek?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the river whose source mountain is Baikal Mountains and mouth location is Arctic Ocean?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which athlete was the flag bearer for Switzerland in 2004 and 2008 summer Olympics ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which nationalist group was responsible for foundation of Young Lords?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Where was david Scherman trained ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,list some companies founded by Jim Harris.,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Which universits affiliation is with Kalpan, Inc. and has campus at Iowa ?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What river originates in Kingston Ontario?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"By what style was Providence Chapel, Charlwood made?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List all the writers of the comics which has Robert Bernstein as one of the writer ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the settlements whose neighboring municipalities is Lancy?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the regions in which the distributor of Secrets and Lies serves ? ,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is Naval Support Activity Naples a part of?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who has allegiance is Colony of Virginia and buried in Montpelier?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are Jerry Bocks musicals based upon?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Give me list of people who were the first to climb a peak in the Yosemite park?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the sovereign state of the Dafydd Benfras where Jasmine Lowson is also citizen of ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who did their highschool from a school whose mascot was a fighting tiger?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the successor of PlayStation 4,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"Give me all magazines whose founder died in Berkeley, California?",RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which technological products were manufactured by Foxconn?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the parent company of the airline whose hub is in Detroit?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the appliance which uses the central processing unit manufactured by Marvell Technology Group?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the common houses of US Congress and the Kansas Legislature?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the television show where Mona Marshall has given voice and is distributed by Comedy Central?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Whose predecessor had Jenny Macklin as a deputy ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the location country of Teperberg 1870 ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List the software developed by Shawn Fanning ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the branch of the politicians whose governor is Bill Clements?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who composed the episode after which came Butters Very own Episode?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the other notable work of the executive producer of The Runaway Bride episode of Doctor Who?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who was the voice actor of allen walker also gave voice to kimihiro watanuki?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the stylistic origin of the music genres where the Bass guitar is important?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,name the region served by Jerusalem Institue of Justice which was also the conflict region in GazaIsrael ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the company whose key person is Raymond Conner and produces Boeing CH-47 Chinook?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which destination of Emerald Air is also the city served by houston Fort Bend Airport ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are some team members of the team based in Camp Nou?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which universities are also known as the Tulane Green wave?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List the services provided by the company which provides Microsoft azure as one of the service ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which airlines fly to Gimhae International Airport?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,GetTV is owned by which organisation?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the city of Phil-Ellena ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the combatant of the Northwest Indian War and also the ethnic group of the Linda Hogan ,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,In which team did Dave Bing and Ron Reed started their basketball career?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,List the settlements area whose province is Metropolitan City of Venice ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the islands that belong to the archipelago whose largest city is Papeete?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the route end of the North-South Transport Corridor and Mumbai Vadodara Expressway?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which hockey team is head coached by Bill Peters?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which parent organization of GetTV is also the label of next thing ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which teams have used the stadium whose architect was Populous ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the television shows whose networks stockholder is Warner Bros. Television?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the Fox TV show judged by Rand Jackson ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which team did Wilfred McDonalds and Cam Plante play for?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Which venue of indy PopCon is also the death palce of Louis Le Cocqq ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What genres softwares are released with a GNU GPL license?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What is the life stance of the ethnic groups related to Micronesia ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Name the river whose mouth mountain is Southend-on-Sea and mouth place is Essex?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Giorgos Kaminis is the mayor of what?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Where is the headquarters of Metro Transit (Minnesota) ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,Who is the leader of Allgemeine SS ?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,To which city does Northeast Library belong?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,What are the airline hubs of Cascade Airways?,RES
urn:experiment:3b4694e01c2a42c5a1cadd9482700b17,"What was recorded by Live in Detroit, MI and also palce of birth of the Bodhin Kjolhede?",RES
