experiment,label,classLabel
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Does Jevan Snead play as Quarterback?,BOOL
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Is Pittsburgh Steelers the former team of Marv McFadden?,BOOL
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Is Maria Sharapova the silver medalist of Tennis at the 2012 Summer Olympics  Womens singles?,BOOL
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Is jim harbaugh currently in the Michigan Wolverines?,BOOL
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Was Queen Latifah in the U.N.I.T.Y. group?,BOOL
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Was Lucrezia Tornabuoni the mother of Lorenzo de Medici?,BOOL
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Did Umkhonto we Sizwe had Nelson Mandela as a commander?,BOOL
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Is morrissey in the smiths?,BOOL
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Was True Grit a novel of the western genre?,BOOL
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Is Amharic the official language of Ethiopia?,BOOL
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Was Love Hurts in Short Cut Draw Blood?,BOOL
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Was Kevin Rudd the PM of Julia Gillard?,BOOL
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Does Dan River flow into the Jordan Valley?,BOOL
