experiment,label,classLabel
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,"Which parties have their members live in the PM House, Colombo?",RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is the birthplace of Ludovic Boi which is also the residence of Fernando Augustin?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are the television shows whose starting music is composed by Ron Grainer?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who influenced the author of The Shooting of Dan McGrew ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which awards have been given to scientists that graduated from NKU athens?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which state does Jerome B. Chaffee belong ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,"In which of the parties that have governed over Rishikesh, does Govinda belong too?",RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Name the fictional character whose relative are Duck family and Clan McDuck?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which university with athletics department in NCAA Division I Football Bowl Subdivision has nickname Tulane Green Wave ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Name  the Pole driver of 1994 Spanish Grand Prix ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Where did Georges Wolinski and Judson Huss die/,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What awards are won by the screenwriter of Lucky You?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is manufactured by a company headed by Kazuo Hirai?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Under which presidents have politicians from the Continental army served?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Whose commanders are John Mc Ewen and Park Chunghee?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who gave guest appearances on the show which is the next episode after the Bombshell one?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are the binomial authority of Menetriess warbler?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Name the movie which has music composed by Elliot Goldenthal and screenplay by Akiva Goldsman ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Philadelphia City Council is the governing body of which city?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Give me list of people who were the first to climb a peak in the Yosemite park?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is Naval Support Activity Naples a part of?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Name the television show where Mona Marshall has given voice and is distributed by Comedy Central?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are Jerry Bocks musicals based upon?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is the successor of PlayStation 4,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is the sovereign state of the Dafydd Benfras where Jasmine Lowson is also citizen of ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who has allegiance is Colony of Virginia and buried in Montpelier?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is the appliance which uses the central processing unit manufactured by Marvell Technology Group?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,"Give me all magazines whose founder died in Berkeley, California?",RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is the parent company of the airline whose hub is in Detroit?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Whose predecessor had Jenny Macklin as a deputy ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are the common houses of US Congress and the Kansas Legislature?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which technological products were manufactured by Foxconn?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which nearest city of Jurgens Site is the death plce of Jimmie Heuga ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,List the battles fought by  Ali Habib Mahmud ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is the television show whose related with  Doctor Who Confidential?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,In which city wasThe Triple Door (The Courage album)  performed live?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Name the president of Wyche Fowler ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,In which fields have people born in Lausanne worked?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,"Name the local authority of Trinity School, Brentwood ?",RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which bacterias taxonomic class is Bacilli?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What honours did Reigh Count receive?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who owns the airport in Paphos?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is the baseball team whose club manager is Chip Hale?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who built the stadiums where 2014 FIFA under 17 womans world cup took place?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which area operataed by the South Side Elevated Railroad is also the palce of death of the Sakari Suzuki ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are some products of the the company whose subsidiary is Sony Corp shareholders and subsidies?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,"List the people with final resting place as Plymouth, Vermont and has Samuel W. McCall as predecessor?",RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What disease led to the demise of Letitia MacTavish Hargrave and Martino Martini ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who all have been presenters on shows by the NBC?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Give me the list of cars which are the predecessor of Full Sized Cars?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,"List all the movies whose directors were born in Kenosha, Wisconsin?",RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What stadiums operator is Stan Kroenke,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are some software which are written in languages that are run on Unix like OS?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,"Name a show hosted by Brian Dunkleman and judged by Harry Connick, Jr.?",RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,To which educational institute does Cornell University Press belong to?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which Texas based company  was founded by Jim Harris ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,List the softwares which runs on Microsoft Windows and has license as Software as a service?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which ppolitical party of Yashpal Kapur is also the owner of National Herald ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,"In which countrys cuisine, ham is an important part?",RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,In which states does the river flow whose left tributary is Toms Creek?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Name the river whose source mountain is Baikal Mountains and mouth location is Arctic Ocean?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,List all the writers of the comics which has Robert Bernstein as one of the writer ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are the settlements whose neighboring municipalities is Lancy?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,List all the awards won by the artist who has won SIGGRAPH ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Where was david Scherman trained ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which broadcast area of CFRX is also the palce of birth of Anthony Raymond ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What river originates in Kingston Ontario?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,"By what style was Providence Chapel, Charlwood made?",RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,"Name the university located in Indiana and has affiliations with Kaplan, Inc.?",RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,List the newspapers whose offices are situated in 1211 Avenue of the Americas?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,"Which universits affiliation is with Kalpan, Inc. and has campus at Iowa ?",RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are the regions in which the distributor of Secrets and Lies serves ? ,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,list some companies founded by Jim Harris.,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What novels are belong to the genre of Utopian and dystopian fiction?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are the movies written by Nick Castle?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Where did the war take place where one of the commander was Zuo Zongtang?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,In which place is the company which is known for Barbara bestor located ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who is the artist of Sings Kristofferson and also performed Milk Cow Blues atleast once?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who has fought in wars under commander Arthur St Clair?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,On which river are there things belonging to zambezi river authority?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which nationalist group was responsible for foundation of Young Lords?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What award was won by the father of Angelina Jolie?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which athlete was the flag bearer for Switzerland in 2004 and 2008 summer Olympics ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which birthplace of Liliya Lobanova is also the location of the Snake Island ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Josef Bhler belongs to which political party?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are the software whose programming language are Multilingual?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who composed the episode after which came Butters Very own Episode?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is the location country of Teperberg 1870 ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which universities are also known as the Tulane Green wave?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is the branch of the politicians whose governor is Bill Clements?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is the stylistic origin of the music genres where the Bass guitar is important?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are the other notable work of the executive producer of The Runaway Bride episode of Doctor Who?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,List the software developed by Shawn Fanning ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which destination of Emerald Air is also the city served by houston Fort Bend Airport ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,name the region served by Jerusalem Institue of Justice which was also the conflict region in GazaIsrael ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who did their highschool from a school whose mascot was a fighting tiger?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,List the services provided by the company which provides Microsoft azure as one of the service ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are some team members of the team based in Camp Nou?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Name the company whose key person is Raymond Conner and produces Boeing CH-47 Chinook?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,For which teams did Ryan Powell play for?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are the awards won by the person who wrote the screen play for Lost in Rio ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are the reason served by Toll Global Express which is also the country of LPGA ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,List the territory of Tonkin Campaign ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Name the club of Julie Hastings ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,From where does the river Upper Neretva start flowing?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What band made The trial and One of these days song?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Name the office holder whose final resting place is North Bend and was part of Siege of fort recovery conflict ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What type of engines are utilised by Purvis Eureka?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who was the voice actor of allen walker also gave voice to kimihiro watanuki?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who were involved in the wars where Jonathan Haskell battled?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,In which city was the film star of Singhasan Battisi born ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who edited Easy street ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,In which team did Dave Bing and Ron Reed started their basketball career?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,List the settlements area whose province is Metropolitan City of Venice ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,GetTV is owned by which organisation?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Name the islands that belong to the archipelago whose largest city is Papeete?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Whos a famous relative of anne spielberg?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,To which city does Northeast Library belong?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,"What was recorded by Live in Detroit, MI and also palce of birth of the Bodhin Kjolhede?",RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What are the television shows whose networks stockholder is Warner Bros. Television?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Name the Fox TV show judged by Rand Jackson ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which hockey team is head coached by Bill Peters?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which team did Wilfred McDonalds and Cam Plante play for?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is the combatant of the Northwest Indian War and also the ethnic group of the Linda Hogan ,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which airlines fly to Gimhae International Airport?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Name the city of Phil-Ellena ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who is the leader of Allgemeine SS ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Giorgos Kaminis is the mayor of what?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which venue of indy PopCon is also the death palce of Louis Le Cocqq ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What genres softwares are released with a GNU GPL license?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Which fictional character portrayed in Terminator 2: Judgment Day is painted by Josh Friedman?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Where was the narrator of Spain on the Road Again born?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Where is the headquarters of Metro Transit (Minnesota) ?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,Who has manufactured vehicles designed originally by NASA?,RES
urn:experiment:c2ea875a4cb44909a3e8d0aa08630d0d,What is the order of the Henry Clay and profession of the William Luther Hill?,RES
