question,questionText,type
urn:QALD:id:102,Which countries adopted the Euro?,http://dbpedia.org/ontology/Place
urn:QALD:id:108,Which U.S. states are in the same time zone as Utah?,http://dbpedia.org/ontology/Place
urn:QALD:id:110,Which country has the most official languages?,http://dbpedia.org/ontology/Place
urn:QALD:id:113,Give me all libraries established earlier than 1400.,http://dbpedia.org/ontology/Place
urn:QALD:id:115,In which U.S. state is Mount McKinley located?,http://dbpedia.org/ontology/Place
urn:QALD:id:120,What is the highest mountain?,http://dbpedia.org/ontology/Place
urn:QALD:id:134,Which countries have more than two official languages?,http://dbpedia.org/ontology/Place
urn:QALD:id:135,Which countries have more than ten caves?,http://dbpedia.org/ontology/Place
urn:QALD:id:143,Give me a list of all lakes in Denmark.,http://dbpedia.org/ontology/Place
urn:QALD:id:145,Show me all English Gothic buildings in Kent.,http://dbpedia.org/ontology/Place
urn:QALD:id:147,In which countries can you pay using the West African CFA franc?,http://dbpedia.org/ontology/Place
urn:QALD:id:149,What is the longest river?,http://dbpedia.org/ontology/Place
urn:QALD:id:154,What is the smallest city by area in Germany?,http://dbpedia.org/ontology/Place
urn:QALD:id:165,What is the second highest mountain on Earth?,http://dbpedia.org/ontology/Place
urn:QALD:id:172,In which U.S. state is Fort Knox located?,http://dbpedia.org/ontology/Place
urn:QALD:id:173,Give me all cities in New Jersey with more than 100000 inhabitants.,http://dbpedia.org/ontology/Place
urn:QALD:id:174,Which mountains are higher than the Nanga Parbat?,http://dbpedia.org/ontology/Place
urn:QALD:id:189,What is the largest city in america?,http://dbpedia.org/ontology/Place
urn:QALD:id:196,Which airports does Yeti Airlines serve?,http://dbpedia.org/ontology/Place
urn:QALD:id:197,Where is the birthplace of Goethe?,http://dbpedia.org/ontology/Place
urn:QALD:id:201,What is the highest mountain in Saxony Germany?,http://dbpedia.org/ontology/Place
urn:QALD:id:203,In which country is Mecca located?,http://dbpedia.org/ontology/Place
urn:QALD:id:205,In which country does the Nile start?,http://dbpedia.org/ontology/Place
urn:QALD:id:206,In which state Penn State University is located?,http://dbpedia.org/ontology/Place
urn:QALD:id:207,What is the biggest stadium in Spain?,http://dbpedia.org/ontology/Place
urn:QALD:id:215,What is the location of the Houses of Parliament?,http://dbpedia.org/ontology/Place
urn:QALD:id:224,Which river does the Brooklyn Bridge cross?,http://dbpedia.org/ontology/Place
urn:QALD:id:231,Give me all launch pads operated by NASA.,http://dbpedia.org/ontology/Place
urn:QALD:id:237,Where is Sungkyunkwan University?,http://dbpedia.org/ontology/Place
urn:QALD:id:246,Which cities does the Weser flow through?,http://dbpedia.org/ontology/Place
urn:QALD:id:251,What is the longest river in the world?,http://dbpedia.org/ontology/Place
urn:QALD:id:257,In which ancient empire could you pay with cocoa beans?,http://dbpedia.org/ontology/Place
urn:QALD:id:262,With how many countries Iran has borders?,http://dbpedia.org/ontology/Place
urn:QALD:id:271,Which country does the creator of Miffy come from?,http://dbpedia.org/ontology/Place
urn:QALD:id:273,In what city is the Heineken brewery?,http://dbpedia.org/ontology/Place
urn:QALD:id:276,From which region is the Melon de Bourgogne?,http://dbpedia.org/ontology/Place
urn:QALD:id:279,Which city has the most inhabitants?,http://dbpedia.org/ontology/Place
urn:QALD:id:280,What is Donald Trump's main business?,http://dbpedia.org/ontology/Place
urn:QALD:id:289,What is the highest mountain in Italy?,http://dbpedia.org/ontology/Place
urn:QALD:id:292,In which city did Nikos Kazantzakis die?,http://dbpedia.org/ontology/Place
urn:QALD:id:294,In which country is the Limerick Lake?,http://dbpedia.org/ontology/Place
urn:QALD:id:301,What is the largest city in Australia?,http://dbpedia.org/ontology/Place
urn:QALD:id:312,What country is Sitecore from?,http://dbpedia.org/ontology/Place
urn:QALD:id:313,Give me the birth place of Frank Sinatra.,http://dbpedia.org/ontology/Place
urn:QALD:id:317,What is the capital of Cameroon?,http://dbpedia.org/ontology/Place
urn:QALD:id:332,Which city has the least inhabitants?,http://dbpedia.org/ontology/Place
urn:QALD:id:340,Which building after the Burj Khalifa has the most floors?,http://dbpedia.org/ontology/Place
urn:QALD:id:348,Where was Bach born?,http://dbpedia.org/ontology/Place
urn:QALD:id:349,Which city has the oldest running metro?,http://dbpedia.org/ontology/Place
urn:QALD:id:354,What country is Mount Everest in?,http://dbpedia.org/ontology/Place
urn:QALD:id:357,What is the bridge with the longest span?,http://dbpedia.org/ontology/Place
urn:QALD:id:364,In which UK city are the headquarters of the MI6?,http://dbpedia.org/ontology/Place
urn:QALD:id:366,In which city does the Chile Route 68 end?,http://dbpedia.org/ontology/Place
urn:QALD:id:377,In which city does Sylvester Stallone live?,http://dbpedia.org/ontology/Place
urn:QALD:id:380,What is the capital of Canada?,http://dbpedia.org/ontology/Place
urn:QALD:id:387,Where in France is sparkling wine produced?,http://dbpedia.org/ontology/Place
urn:QALD:id:393,What are the five boroughs of New York?,http://dbpedia.org/ontology/Place
urn:QALD:id:395,In which country does the Ganges start?,http://dbpedia.org/ontology/Place
urn:QALD:id:399,In which city did John F. Kennedy die?,http://dbpedia.org/ontology/Place
urn:QALD:id:400,What is the highest mountain in Australia?,http://dbpedia.org/ontology/Place
urn:QALD:id:404,In which city are the headquarters of the United Nations?,http://dbpedia.org/ontology/Place
urn:QALD:id:406,In which countries do people speak Japanese?,http://dbpedia.org/ontology/Place
urn:QALD:id:408,Which museum in New York has the most visitors?,http://dbpedia.org/ontology/Place
urn:QALD:id:10,What are the official languages of the Philippines?,http://dbpedia.org/ontology/Language
urn:QALD:id:114,Which programming languages were influenced by Perl?,http://dbpedia.org/ontology/Language
urn:QALD:id:122,Which programming languages influenced Javascript?,http://dbpedia.org/ontology/Language
urn:QALD:id:187,Which languages are spoken in Estonia?,http://dbpedia.org/ontology/Language
urn:QALD:id:247,In which programming language is GIMP written?,http://dbpedia.org/ontology/Language
urn:QALD:id:291,What is the official language of Suriname?,http://dbpedia.org/ontology/Language
urn:QALD:id:2,Who developed Skype?,http://dbpedia.org/ontology/Agent
urn:QALD:id:3,Which people were born in Heraklion?,http://dbpedia.org/ontology/Agent
urn:QALD:id:5,Who is the mayor of New York City?,http://dbpedia.org/ontology/Agent
urn:QALD:id:9,Give me all actors starring in movies directed by and starring William Shatner.,http://dbpedia.org/ontology/Agent
urn:QALD:id:15,Who is the owner of Universal Studios?,http://dbpedia.org/ontology/Agent
urn:QALD:id:17,Which monarchs were married to a German?,http://dbpedia.org/ontology/Agent
urn:QALD:id:18,Which organizations were founded in 1950?,http://dbpedia.org/ontology/Agent
urn:QALD:id:19,Who created the comic Captain America?,http://dbpedia.org/ontology/Agent
urn:QALD:id:20,Give me the Apollo 14 astronauts.,http://dbpedia.org/ontology/Agent
urn:QALD:id:21,Who wrote the book The pillars of the Earth?,http://dbpedia.org/ontology/Agent
urn:QALD:id:24,Give me a list of all trumpet players that were bandleaders.,http://dbpedia.org/ontology/Agent
urn:QALD:id:31,Who is the tallest player of the Atlanta Falcons?,http://dbpedia.org/ontology/Agent
urn:QALD:id:33,Give me all writers that won the Nobel Prize in literature.,http://dbpedia.org/ontology/Agent
urn:QALD:id:34,Show me all basketball players that are higher than 2 meters.,http://dbpedia.org/ontology/Agent
urn:QALD:id:37,Who developed Minecraft?,http://dbpedia.org/ontology/Agent
urn:QALD:id:40,Give all swimmers that were born in Moscow.,http://dbpedia.org/ontology/Agent
urn:QALD:id:41,Give me all cosmonauts.,http://dbpedia.org/ontology/Agent
urn:QALD:id:42,Give me all Swiss non-profit organizations.,http://dbpedia.org/ontology/Agent
urn:QALD:id:43,Which presidents were born in 1945?,http://dbpedia.org/ontology/Agent
urn:QALD:id:46,Show a list of soccer clubs that play in the Bundesliga.,http://dbpedia.org/ontology/Agent
urn:QALD:id:53,Who are the four youngest MVP basketball players?,http://dbpedia.org/ontology/Agent
urn:QALD:id:54,Give me all companies in Munich.,http://dbpedia.org/ontology/Agent
urn:QALD:id:61,Give me all Apollo 14 astronauts.,http://dbpedia.org/ontology/Agent
urn:QALD:id:62,Which companies have more than 1 million employees?,http://dbpedia.org/ontology/Agent
urn:QALD:id:66,Who is the governor of Wyoming?,http://dbpedia.org/ontology/Agent
urn:QALD:id:69,Give me all actors who were born in Paris after 1950.,http://dbpedia.org/ontology/Agent
urn:QALD:id:71,Give me all Australian nonprofit organizations.,http://dbpedia.org/ontology/Agent
urn:QALD:id:72,Which pope succeeded John Paul II?,http://dbpedia.org/ontology/Agent
urn:QALD:id:73,Give me all ESA astronauts.,http://dbpedia.org/ontology/Agent
urn:QALD:id:74,Who was president of Pakistan in 1978?,http://dbpedia.org/ontology/Agent
urn:QALD:id:75,Who is the owner of Rolls-Royce?,http://dbpedia.org/ontology/Agent
urn:QALD:id:78,Give me all federal chancellors of Germany.,http://dbpedia.org/ontology/Agent
urn:QALD:id:79,Show me everyone who was born on Halloween.,http://dbpedia.org/ontology/Agent
urn:QALD:id:82,Which actors were born in Germany?,http://dbpedia.org/ontology/Agent
urn:QALD:id:84,Who produced the most films?,http://dbpedia.org/ontology/Agent
urn:QALD:id:86,Give me all actors who were born in Berlin.,http://dbpedia.org/ontology/Agent
urn:QALD:id:87,Who created Goofy?,http://dbpedia.org/ontology/Agent
urn:QALD:id:99,Who killed John Lennon?,http://dbpedia.org/ontology/Agent
urn:QALD:id:100,Which writers studied in Istanbul?,http://dbpedia.org/ontology/Agent
urn:QALD:id:101,Give me all Australian metalcore bands.,http://dbpedia.org/ontology/Agent
urn:QALD:id:112,Which actor played Chewbacca?,http://dbpedia.org/ontology/Agent
urn:QALD:id:116,What airlines are part of the SkyTeam alliance?,http://dbpedia.org/ontology/Agent
urn:QALD:id:118,Give me all Methodist politicians.,http://dbpedia.org/ontology/Agent
urn:QALD:id:121,Which poet wrote the most books?,http://dbpedia.org/ontology/Agent
urn:QALD:id:123,Which musician wrote the most books?,http://dbpedia.org/ontology/Agent
urn:QALD:id:126,Which instruments does Cat Stevens play?,http://dbpedia.org/ontology/Agent
urn:QALD:id:128,Give me all actors called Baldwin.,http://dbpedia.org/ontology/Agent
urn:QALD:id:129,Who wrote The Hunger Games?,http://dbpedia.org/ontology/Agent
urn:QALD:id:133,Which actor was casted in the most movies?,http://dbpedia.org/ontology/Agent
urn:QALD:id:139,Which soccer players were born on Malta?,http://dbpedia.org/ontology/Agent
urn:QALD:id:146,Who is the manager of Real Madrid?,http://dbpedia.org/ontology/Agent
urn:QALD:id:150,Which organizations were founded in 1930?,http://dbpedia.org/ontology/Agent
urn:QALD:id:152,Who has Tom Cruise been married to?,http://dbpedia.org/ontology/Agent
urn:QALD:id:155,What is the ruling party in Lisbon?,http://dbpedia.org/ontology/Agent
urn:QALD:id:159,What does ICRO stand for?,http://dbpedia.org/ontology/Agent
urn:QALD:id:162,Who played Agent Smith in Matrix?,http://dbpedia.org/ontology/Agent
urn:QALD:id:163,Which Greek parties are pro-European?,http://dbpedia.org/ontology/Agent
urn:QALD:id:164,Give me a list of all bandleaders that play trumpet.,http://dbpedia.org/ontology/Agent
urn:QALD:id:169,Which Chess players died in the same place they were born in?,http://dbpedia.org/ontology/Agent
urn:QALD:id:170,Who is the owner of Facebook?,http://dbpedia.org/ontology/Agent
urn:QALD:id:178,List the seven kings of Rome.,http://dbpedia.org/ontology/Agent
urn:QALD:id:179,Give me all people that were born in Vienna and died in Berlin.,http://dbpedia.org/ontology/Agent
urn:QALD:id:181,Show me all the breweries in Australia.,http://dbpedia.org/ontology/Agent
urn:QALD:id:183,Give me all soccer clubs in Spain.,http://dbpedia.org/ontology/Agent
urn:QALD:id:184,Who produced films starring Natalie Portman?,http://dbpedia.org/ontology/Agent
urn:QALD:id:186,Who is the heaviest player of the Chicago Bulls?,http://dbpedia.org/ontology/Agent
urn:QALD:id:190,Who was the pope that founded the Vatican Television?,http://dbpedia.org/ontology/Agent
urn:QALD:id:191,Who discovered Ceres?,http://dbpedia.org/ontology/Agent
urn:QALD:id:192,Who is the king of the Netherlands?,http://dbpedia.org/ontology/Agent
urn:QALD:id:194,What is the alma mater of the chancellor of Germany Angela Merkel?,http://dbpedia.org/ontology/Agent
urn:QALD:id:195,Who wrote the book Les Piliers de la terre?,http://dbpedia.org/ontology/Agent
urn:QALD:id:200,Who created Wikipedia?,http://dbpedia.org/ontology/Agent
urn:QALD:id:202,Who is the current federal minister of finance in Germany?,http://dbpedia.org/ontology/Agent
urn:QALD:id:204,Who played Gus Fring in Breaking Bad?,http://dbpedia.org/ontology/Agent
urn:QALD:id:210,Who created Batman?,http://dbpedia.org/ontology/Agent
urn:QALD:id:212,Who are the developers of DBpedia?,http://dbpedia.org/ontology/Agent
urn:QALD:id:219,Who was the first King of England?,http://dbpedia.org/ontology/Agent
urn:QALD:id:220,Who is the editor of Forbes?,http://dbpedia.org/ontology/Agent
urn:QALD:id:221,Which awards did Douglas Hofstadter win?,http://dbpedia.org/ontology/Agent
urn:QALD:id:222,Who is the youngest Darts player?,http://dbpedia.org/ontology/Agent
urn:QALD:id:232,Who developed the video game World of Warcraft?,http://dbpedia.org/ontology/Agent
urn:QALD:id:238,Who is the author of the interpretation of dreams?,http://dbpedia.org/ontology/Agent
urn:QALD:id:241,Who developed Slack?,http://dbpedia.org/ontology/Agent
urn:QALD:id:248,Which university did Angela Merkel attend?,http://dbpedia.org/ontology/Agent
urn:QALD:id:253,Which companies produce hovercrafts?,http://dbpedia.org/ontology/Agent
urn:QALD:id:254,Who was the wife of U.S. president Lincoln?,http://dbpedia.org/ontology/Agent
urn:QALD:id:259,Who composed the soundtrack for Cameron's Titanic?,http://dbpedia.org/ontology/Agent
urn:QALD:id:263,Which electronics companies were founded in Beijing?,http://dbpedia.org/ontology/Agent
urn:QALD:id:264,Who was the successor of John F. Kennedy?,http://dbpedia.org/ontology/Agent
urn:QALD:id:265,Who is the mayor of Paris?,http://dbpedia.org/ontology/Agent
urn:QALD:id:269,Which Indian company has the most employees?,http://dbpedia.org/ontology/Agent
urn:QALD:id:270,Who was John F. Kennedy's vice president?,http://dbpedia.org/ontology/Agent
urn:QALD:id:275,List the children of Margaret Thatcher.,http://dbpedia.org/ontology/Agent
urn:QALD:id:285,Who is the mayor of the capital of French Polynesia?,http://dbpedia.org/ontology/Agent
urn:QALD:id:286,Give me all actors starring in movies directed by William Shatner.,http://dbpedia.org/ontology/Agent
urn:QALD:id:296,Give me all members of Prodigy.,http://dbpedia.org/ontology/Agent
urn:QALD:id:300,Who is the mayor of Rotterdam?,http://dbpedia.org/ontology/Agent
urn:QALD:id:302,Who was married to president Chirac?,http://dbpedia.org/ontology/Agent
urn:QALD:id:306,Who is the tallest basketball player?,http://dbpedia.org/ontology/Agent
urn:QALD:id:310,To which party does the mayor of Paris belong?,http://dbpedia.org/ontology/Agent
urn:QALD:id:311,Who is the Formula 1 race driver with the most races?,http://dbpedia.org/ontology/Agent
urn:QALD:id:315,Who is the son of Sonny and Cher?,http://dbpedia.org/ontology/Agent
urn:QALD:id:320,Who is the oldest child of Meryl Streep?,http://dbpedia.org/ontology/Agent
urn:QALD:id:322,What does IYCM stand for?,http://dbpedia.org/ontology/Agent
urn:QALD:id:328,Which scientist is known for the Manhattan Project and the Nobel Peace Prize?,http://dbpedia.org/ontology/Agent
urn:QALD:id:330,Who composed the music for Harold and Maude?,http://dbpedia.org/ontology/Agent
urn:QALD:id:335,Who wrote the book The Pillars of the Earth?,http://dbpedia.org/ontology/Agent
urn:QALD:id:337,Who was the doctoral supervisor of Albert Einstein?,http://dbpedia.org/ontology/Agent
urn:QALD:id:339,Who was Vincent van Gogh inspired by?,http://dbpedia.org/ontology/Agent
urn:QALD:id:345,Who is starring in Spanish movies produced by Benicio del Toro?,http://dbpedia.org/ontology/Agent
urn:QALD:id:352,Who is the host of the BBC Wildlife Specials?,http://dbpedia.org/ontology/Agent
urn:QALD:id:359,Who was buried in the Great Pyramid of Giza?,http://dbpedia.org/ontology/Agent
urn:QALD:id:365,Who created Family Guy?,http://dbpedia.org/ontology/Agent
urn:QALD:id:367,Give me the grandchildren of Elvis Presley.,http://dbpedia.org/ontology/Agent
urn:QALD:id:373,Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,http://dbpedia.org/ontology/Agent
urn:QALD:id:379,Who wrote the song Hotel California?,http://dbpedia.org/ontology/Agent
urn:QALD:id:381,Who is the mayor of Tel Aviv?,http://dbpedia.org/ontology/Agent
urn:QALD:id:384,Who was the first to climb Mount Everest?,http://dbpedia.org/ontology/Agent
urn:QALD:id:394,Give me all Canadian Grunge record labels.,http://dbpedia.org/ontology/Agent
urn:QALD:id:396,Who is the founder of Penguin Books?,http://dbpedia.org/ontology/Agent
urn:QALD:id:397,Who wrote the Game of Thrones theme?,http://dbpedia.org/ontology/Agent
urn:QALD:id:398,Who is the president of Eritrea?,http://dbpedia.org/ontology/Agent
urn:QALD:id:403,Give me all Swedish oceanographers.,http://dbpedia.org/ontology/Agent
urn:QALD:id:412,Give me all actors starring in Last Action Hero.,http://dbpedia.org/ontology/Agent
urn:QALD:id:413,Who discovered Pluto?,http://dbpedia.org/ontology/Agent
urn:QALD:id:386,What is the currency of the Czech Republic?,http://dbpedia.org/ontology/Currency
urn:QALD:id:402,Give me the currency of China.,http://dbpedia.org/ontology/Currency
urn:QALD:id:14,Which other weapons did the designer of the Uzi develop?,http://dbpedia.org/ontology/Device
urn:QALD:id:153,Which weapons did Heckler & Koch develop?,http://dbpedia.org/ontology/Device
urn:QALD:id:52,What is the most frequent cause of death?,http://dbpedia.org/ontology/Disease
urn:QALD:id:176,What are the specialities of the UNC Health Care?,http://dbpedia.org/ontology/Disease
urn:QALD:id:372,What did Bruce Carver die from?,http://dbpedia.org/ontology/Disease
urn:QALD:id:369,In which military conflicts did Lawrence of Arabia participate?,http://dbpedia.org/ontology/Event
urn:QALD:id:80,Which beer originated in Ireland?,http://dbpedia.org/ontology/Food
urn:QALD:id:293,What is in a chocolate chip cookie?,http://dbpedia.org/ontology/Food
urn:QALD:id:94,Give me all Swedish holidays.,http://dbpedia.org/ontology/Holiday
urn:QALD:id:148,Which holidays are celebrated around the world?,http://dbpedia.org/ontology/Holiday
urn:QALD:id:305,Which holidays are celebrated around the world? test2,http://dbpedia.org/ontology/Holiday
urn:QALD:id:23,Which spaceflights were launched from Baikonur?,http://dbpedia.org/ontology/MeanOfTransportation
urn:QALD:id:117,Which ships were called after Benjamin Franklin?,http://dbpedia.org/ontology/MeanOfTransportation
urn:QALD:id:167,Which rockets were launched from Baikonur?,http://dbpedia.org/ontology/MeanOfTransportation
urn:QALD:id:323,Which types of grapes grow in Oregon?,http://dbpedia.org/ontology/Species
urn:QALD:id:64,Give me all soccer clubs in the Premier League.,http://dbpedia.org/ontology/SportsSeason
urn:QALD:id:44,What kind of music did Lou Reed play?,http://dbpedia.org/ontology/TopicalConcept
urn:QALD:id:11,Give me all Danish films.,http://dbpedia.org/ontology/Work
urn:QALD:id:12,Which movies starring Brad Pitt were directed by Guy Ritchie?,http://dbpedia.org/ontology/Work
urn:QALD:id:32,What are the top-10 action role-playing video games according to IGN?,http://dbpedia.org/ontology/Work
urn:QALD:id:39,What movies does Jesse Eisenberg play in?,http://dbpedia.org/ontology/Work
urn:QALD:id:51,Give me all Danish movies.,http://dbpedia.org/ontology/Work
urn:QALD:id:63,In which films directed by Garry Marshall was Julia Roberts starring?,http://dbpedia.org/ontology/Work
urn:QALD:id:70,Which movies star both Liz Taylor and Richard Burton?,http://dbpedia.org/ontology/Work
urn:QALD:id:88,Which music albums contain the song Last Christmas?,http://dbpedia.org/ontology/Work
urn:QALD:id:91,Give me all the TV shows with Neil Patrick Harris.,http://dbpedia.org/ontology/Work
urn:QALD:id:96,List all the musicals with music by Leonard Bernstein.,http://dbpedia.org/ontology/Work
urn:QALD:id:103,Give me all types of eating disorders.,http://dbpedia.org/ontology/Work
urn:QALD:id:109,Give me all books written by Danielle Steel.,http://dbpedia.org/ontology/Work
urn:QALD:id:119,What other books have been written by the author of The Fault in Our Stars?,http://dbpedia.org/ontology/Work
urn:QALD:id:124,Which films starring Clint Eastwood did he direct himself?,http://dbpedia.org/ontology/Work
urn:QALD:id:125,Which software has been developed by organizations founded in California?,http://dbpedia.org/ontology/Work
urn:QALD:id:136,Show me all songs from Bruce Springsteen released between 1980 and 1990.,http://dbpedia.org/ontology/Work
urn:QALD:id:137,Which television shows were created by John Cleese?,http://dbpedia.org/ontology/Work
urn:QALD:id:158,List all episodes of the first season of the HBO television series The Sopranos!,http://dbpedia.org/ontology/Work
urn:QALD:id:161,Give me all films produced by Hal Roach.,http://dbpedia.org/ontology/Work
urn:QALD:id:171,Give me all movies with Tom Cruise.,http://dbpedia.org/ontology/Work
urn:QALD:id:182,Give me all films produced by Steven Spielberg with a budget of at least $80 million.,http://dbpedia.org/ontology/Work
urn:QALD:id:213,Give me all movies directed by Francis Ford Coppola.,http://dbpedia.org/ontology/Work
urn:QALD:id:236,What is the last work of Dan Brown?,http://dbpedia.org/ontology/Work
urn:QALD:id:249,List all the musicals with music by Elton John.,http://dbpedia.org/ontology/Work
urn:QALD:id:282,Which films did Stanley Kubrick direct?,http://dbpedia.org/ontology/Work
urn:QALD:id:295,Give me all video games published by Mean Hamster Software.,http://dbpedia.org/ontology/Work
urn:QALD:id:321,Which television shows were created by Walt Disney?,http://dbpedia.org/ontology/Work
urn:QALD:id:331,List all episodes of the first season of the HBO television series The Sopranos.,http://dbpedia.org/ontology/Work
urn:QALD:id:347,Show me all books in Asimov's Foundation series.,http://dbpedia.org/ontology/Work
urn:QALD:id:371,Give me all books by William Goldman with more than 300 pages.,http://dbpedia.org/ontology/Work
urn:QALD:id:378,Which books by Kerouac were published by Viking Press?,http://dbpedia.org/ontology/Work
urn:QALD:id:383,Show me the book that Muhammad Ali wrote.,http://dbpedia.org/ontology/Work
urn:QALD:id:389,Which movies starring Mickey Rourke were directed by Guy Ritchie?,http://dbpedia.org/ontology/Work
urn:QALD:id:390,In which films did Julia Roberts as well as Richard Gere play?,http://dbpedia.org/ontology/Work
urn:QALD:id:391,Show me Hemingway's autobiography.,http://dbpedia.org/ontology/Work
urn:QALD:id:407,Which of Tim Burton's films had the highest budget?,http://dbpedia.org/ontology/Work
urn:QALD:id:409,What was the first Queen album?,http://dbpedia.org/ontology/Work
urn:QALD:id:411,What was the last movie with Alec Guinness?,http://dbpedia.org/ontology/Work
urn:QALD:id:13,Give me the grandchildren of Bruce Lee.,urn:QALD:answertype:number
urn:QALD:id:28,How deep is Lake Placid?,urn:QALD:answertype:number
urn:QALD:id:50,How many films did Hal Roach produce?,urn:QALD:answertype:number
urn:QALD:id:56,How many movies did Park Chan-wook direct?,urn:QALD:answertype:number
urn:QALD:id:58,How many airlines are there?,urn:QALD:answertype:number
urn:QALD:id:60,How many inhabitants does Maribor have?,urn:QALD:answertype:number
urn:QALD:id:83,How much carbs does peanut butter have?,urn:QALD:answertype:number
urn:QALD:id:85,How many employees does Google have?,urn:QALD:answertype:number
urn:QALD:id:90,How many missions does the Soyuz programme have?,urn:QALD:answertype:number
urn:QALD:id:93,What is the net income of Apple?,urn:QALD:answertype:number
urn:QALD:id:97,Give me all companies in the advertising industry.,urn:QALD:answertype:number
urn:QALD:id:105,What was Brazil's lowest rank in the FIFA World Ranking?,urn:QALD:answertype:number
urn:QALD:id:106,How many films did Leonardo DiCaprio star in?,urn:QALD:answertype:number
urn:QALD:id:111,What is the total amount of men and women serving in the FDNY?,urn:QALD:answertype:number
urn:QALD:id:127,How many airlines are members of the Star Alliance?,urn:QALD:answertype:number
urn:QALD:id:140,How many politicians graduated from Columbia University?,urn:QALD:answertype:number
urn:QALD:id:142,Which telecommunications organizations are located in Belgium?,urn:QALD:answertype:number
urn:QALD:id:144,How many children does Eddie Murphy have?,urn:QALD:answertype:number
urn:QALD:id:156,How heavy is Jupiter's lightest moon?,urn:QALD:answertype:number
urn:QALD:id:157,How many employees does IBM have?,urn:QALD:answertype:number
urn:QALD:id:168,How many programming languages are there?,urn:QALD:answertype:number
urn:QALD:id:209,How large is the area of UK?,urn:QALD:answertype:number
urn:QALD:id:216,how much is the elevation of Düsseldorf Airport ?,urn:QALD:answertype:number
urn:QALD:id:217,How much is the population of mexico city ?,urn:QALD:answertype:number
urn:QALD:id:225,How many people live in Poland?,urn:QALD:answertype:number
urn:QALD:id:230,how much is the total population of  european union?,urn:QALD:answertype:number
urn:QALD:id:234,What is the population of Cairo?,urn:QALD:answertype:number
urn:QALD:id:243,In which year was Rachel Stevens born?,urn:QALD:answertype:number
urn:QALD:id:244,How often did Jane Fonda marry?,urn:QALD:answertype:number
urn:QALD:id:250,How many Aldi stores are there?,urn:QALD:answertype:number
urn:QALD:id:256,How many people live in the capital of Australia?,urn:QALD:answertype:number
urn:QALD:id:258,How many theories did Albert Einstein come up with?,urn:QALD:answertype:number
urn:QALD:id:260,Give me the runtime of Toy Story.,urn:QALD:answertype:number
urn:QALD:id:278,how big is the total area of North Rhine- Westphalia?,urn:QALD:answertype:number
urn:QALD:id:283,how much is the population  Iraq?,urn:QALD:answertype:number
urn:QALD:id:284,How many inhabitants does the largest city in Canada have?,urn:QALD:answertype:number
urn:QALD:id:287,How tall is Claudia Schiffer?,urn:QALD:answertype:number
urn:QALD:id:288,how much is the population densty rank of germany?,urn:QALD:answertype:number
urn:QALD:id:298,How high is the lighthouse in Colombo?,urn:QALD:answertype:number
urn:QALD:id:304,How high is the Yokohama Marine Tower?,urn:QALD:answertype:number
urn:QALD:id:307,How many languages are spoken in Turkmenistan?,urn:QALD:answertype:number
urn:QALD:id:316,How many ethnic groups live in Slovenia?,urn:QALD:answertype:number
